DateID,ProductID,StoreID,CustomerID,OrderedAmount,DiscountAmount,ShippingCost,TotalAmount
20240728,665,64,484,587,75.05774059382543,63.56200766351344,448.38025174266113
20240728,609,64,42,697,66.09505990525842,93.16227744852763,537.742662646214
20240728,138,64,332,562,62.036508012423724,28.293545354122074,471.6699466334542
20240728,546,64,178,703,87.13669843598053,42.85690029237699,573.0064012716425
20240728,59,64,653,286,13.644698260205393,18.15845011256823,254.19685162722638
20240728,261,64,126,589,82.57479495845475,60.205513702369274,446.219691339176
20240728,476,64,756,401,47.24269097941023,41.37166166047184,312.3856473601179
20240728,177,64,627,750,59.89721731571253,100.57087182726634,589.5319108570211
20240728,930,64,583,362,30.63764553504519,49.45521276498579,281.90714169996903
20240728,469,64,844,959,82.30351368436469,105.92663268406791,770.7698536315675
20240728,613,64,516,501,63.13216772188309,70.62605204261743,367.2417802354995
20240728,215,64,698,299,13.402051184084806,44.032143754625956,241.56580506128924
20240728,634,64,855,199,9.055048770245186,21.411674192604227,168.53327703715058
20240728,316,64,564,989,39.08904117032291,66.72423724799951,883.1867215816776
20240728,814,64,388,309,25.06475144168727,37.04438014562066,246.89086841269207
20240728,798,64,160,742,67.64460004461652,51.271991286702054,623.0834086686814
20240728,114,64,291,533,64.54754609486054,61.28301398922383,407.16943991591563
20240728,532,64,232,613,65.74918849712066,91.44867119320992,455.8021403096694
20240728,503,64,664,257,35.76591037545392,22.15630144978569,199.07778817476037
20240728,409,64,993,513,20.647618730010922,68.67252372206791,423.6798575479212
20240728,299,64,902,669,74.81941030162132,47.066484108738884,547.1141055896398
20240728,117,64,112,841,119.60350460126325,68.4125297367071,652.9839656620296
20240728,150,64,639,997,139.49481367283093,81.57448112594263,775.9307052012264
20240728,484,64,496,355,7.624232163175202,31.048077416477057,316.3276904203477
20240728,590,64,468,770,83.33601917460025,39.92220107123361,646.7417797541661
20240728,339,64,405,360,24.65224882934291,40.33268064633288,295.0150705243242
20240728,579,64,614,366,34.51198206376853,24.61601009823603,306.87200783799545
20240728,617,64,378,639,85.86701978831196,86.53431495905207,466.59866525263595
20240728,165,64,390,272,17.824258609209227,40.34609949559612,213.82964189519464
20240728,243,64,973,362,22.805647710271263,46.778939711636234,292.4154125780925
20240728,343,64,192,874,122.2570981150847,103.69481209374977,648.0480897911655
20240728,950,64,37,698,23.192044666966446,68.36849908566954,606.439456247364
20240728,666,64,486,381,28.365028430867934,51.63293831187638,301.0020332572557
20240728,16,64,554,632,79.56697412737017,57.984031615499774,494.44899425713004
20240728,447,64,626,494,48.57366672261429,59.38819830446328,386.0381349729224
20240728,899,64,848,564,21.974356054181655,61.51737314648517,480.50827079933316
20240728,561,64,698,536,55.436023430870215,75.73904656029903,404.82493000883073
20240728,413,64,758,388,35.66952057513706,37.930106113800804,314.40037331106214
20240728,386,64,547,786,51.10806795374685,117.8802190811595,617.0117129650937
20240728,657,64,443,222,6.406981866208059,15.334156974660209,200.25886115913173
20240728,273,64,327,252,25.321017154607247,13.070484501171666,213.6084983442211
20240728,682,64,46,259,24.67973406418652,37.630785031727605,196.68948090408588
20240728,163,64,843,749,59.46536252588081,39.13722541158932,650.3974120625298
20240728,571,64,722,314,39.44996953323847,43.191287029548285,231.35874343721323
20240728,681,64,900,531,35.12252430422244,42.07099022705113,453.80648546872646
20240728,224,64,589,738,22.812498999379926,98.28617989719818,616.9013211034219
20240728,654,64,910,761,108.32079318469307,82.8018090786776,569.8773977366293
20240728,73,64,45,994,70.80663654760377,93.58660965854428,829.606753793852
20240728,725,64,949,106,13.381914253411686,11.005696761488567,81.61238898509976
20240728,904,64,362,506,13.057491775521495,74.46888372774383,418.47362449673466
20240728,400,64,995,981,117.84615273413277,77.28251858660205,785.8713286792652
20240728,961,64,105,192,20.484373202885713,12.05105298067302,159.46457381644126
20240728,850,64,839,690,97.05433628689967,41.738984376660405,551.20667933644
20240728,463,64,946,747,89.33908025247402,92.10960743840934,565.5513123091166
20240728,404,64,46,616,45.22735940263305,45.852175439394934,524.920465157972
20240728,718,64,460,726,98.38467908988142,50.450383826309114,577.1649370838095
20240728,572,64,578,709,54.536510632392584,94.59173271488271,559.8717566527247
20240728,932,64,131,267,34.17647155984415,23.98724581736191,208.83628262279393
20240728,202,64,927,648,85.68930041466777,86.72771495885549,475.58298462647673
20240728,584,64,937,125,16.006371991128294,16.378761114597793,92.61486689427392
20240728,287,64,381,517,66.13306627158883,48.582230597672414,402.28470313073876
20240728,405,64,635,580,51.018139436916385,65.54544788791877,463.43641267516483
20240728,889,64,873,712,65.33294459320724,93.42276469840996,553.2442907083828
20240728,659,64,754,518,18.69277990341792,56.30637025317821,443.0008498434039
20240728,970,64,164,873,89.29407219473684,65.26644773825885,718.4394800670043
20240728,434,64,546,688,28.116995633365747,36.20109994781981,623.6819044188144
20240728,988,64,275,523,70.06959571317702,41.27825546301576,411.65214882380724
20240728,512,64,127,132,13.601238033321453,6.863802276803068,111.53495968987548
20240728,679,64,487,512,22.698658598534553,54.300086305522726,435.0012550959427
20240728,650,64,156,737,108.09814407972313,44.1001426891006,584.8017132311763
20240728,37,64,28,181,22.78291679644155,12.269843411804022,145.94723979175444
20240728,442,64,275,328,17.507075247586357,42.6116178548974,267.88130689751625
20240728,410,64,294,823,76.73252110912148,72.95710584499518,673.3103730458834
20240728,523,64,454,308,31.96470047212251,34.978752768516856,241.05654675936063
20240728,84,64,550,258,36.945279676247054,13.249508641997863,207.80521168175508
20240728,261,64,437,769,40.826188732390875,100.60380335701485,627.5700079105943
20240728,339,64,227,621,39.33914523932468,84.75032060857664,496.91053415209865
20240728,912,64,611,204,22.68835480096497,10.593213476217063,170.71843172281797
20240728,979,64,685,822,47.07962817428925,69.27368392742153,705.6466878982892
20240728,688,64,969,521,13.771296344803366,68.31701170528014,438.91169194991653
20240728,232,64,768,130,5.630606576254124,12.47928581353709,111.89010761020879
20240728,752,64,208,998,124.86850540399709,109.01855544960107,764.1129391464019
20240728,439,64,151,313,26.203726291119768,40.96558534351044,245.83068836536978
20240728,37,64,516,739,44.327512595482126,47.779632288303866,646.892855116214
20240728,873,64,194,160,4.57719647940832,15.066308804502778,140.3564947160889
20240728,460,64,614,481,49.93621252917541,68.825826032713,362.2379614381116
20240728,768,64,14,403,29.965163940762604,24.515858016040937,348.51897804319646
20240728,216,64,796,238,6.315319628376609,20.753653121964764,210.93102724965863
20240728,583,64,674,272,32.77929865190705,34.43022528943162,204.79047605866134
20240728,997,64,151,334,8.17625812814233,42.636511811924116,283.18723005993354
20240728,545,64,716,985,65.2467960716583,91.81970615655337,827.9334977717883
20240728,102,64,681,224,25.87858823757734,12.538611361787197,185.58280040063545
20240728,991,64,294,818,52.947609383484,95.80980724414613,669.2425833723698
20240728,603,64,52,704,16.9473169782468,39.51778506074299,647.5348979610102
20240728,376,64,94,655,71.21466011117445,68.95836932640478,514.8269705624208
20240728,540,64,990,977,125.53203009095138,86.72531376439885,764.7426561446498
20240728,720,64,928,989,68.90117141674507,116.04560076944172,804.0532278138132
20240728,78,64,532,931,91.02282935655961,76.06490369804442,763.9122669453959
20240728,850,64,977,841,71.95881227514829,125.62652157009165,643.4146661547601
20240728,967,64,49,195,23.28312809850945,21.889280431840373,149.82759146965017
20240728,362,64,140,681,38.30821435089055,89.0055991350114,553.686186514098
20240728,255,64,148,351,28.887037848286962,29.2772934488321,292.8356687028809
20240728,15,64,714,192,7.400493761217081,26.45868105233704,158.14082518644588
