DateID,ProductID,StoreID,CustomerID,OrderedAmount,DiscountAmount,ShippingCost,TotalAmount
20220429,467,11,366,188,13.37108812565512,15.431401587494753,159.19751028685013
20170306,414,99,1,887,51.24273188167969,52.421093156454994,783.3361749618653
20170312,874,57,420,404,32.966570158822165,48.87898640650966,322.15444343466817
20200730,384,49,851,943,111.8799857673304,83.69175398787276,747.4282602447968
20200118,619,18,830,480,64.77394126618069,62.56178890157069,352.66426983224864
20180207,57,65,517,820,46.45644819445095,121.78931475776366,651.7542370477854
20170213,647,10,647,306,7.668745300268157,21.373594064031533,276.95766063570034
20150317,667,5,188,122,11.92155687259595,17.237731578770358,92.84071154863369
20151121,106,76,178,960,85.79452432660521,76.23469250027658,797.9707831731182
20230807,125,100,155,448,10.116400942179219,24.974831096359615,412.9087679614612
20160120,451,49,72,867,101.24188297686699,93.50616709620253,672.2519499269305
20200518,587,67,192,716,85.43143373114414,58.994468314407605,571.5740979544482
20230926,650,52,551,617,30.072872741739232,63.70385321803752,523.2232740402233
20170415,496,92,88,921,49.85366264753469,48.87894568398112,822.2673916684842
20230114,222,41,108,902,22.90615153721397,106.5514025844362,772.5424458783498
20170821,390,7,37,759,85.33630566426122,45.66809414944993,627.9956001862888
20210406,700,10,29,505,30.187796027656873,61.14988382318029,413.66232014916284
20201020,665,48,890,734,52.76016191467242,69.45455340264068,611.7852846826869
20211208,321,54,444,888,90.42410795827506,107.50012454682178,690.0757674949032
20150818,800,5,169,895,134.12843502389734,47.38832465497812,713.4832403211245
20160116,7,25,409,308,13.190263365201064,34.585503299979834,260.22423333481913
20190130,993,39,283,156,7.838893290244846,21.328049504134878,126.83305720562028
20230111,713,85,217,132,18.480085437804885,8.450350674289998,105.06956388790512
20211201,137,18,420,104,10.824873623336476,11.40260887121095,81.77251750545258
20200903,107,22,156,604,85.63498831200477,31.86660110796079,486.49841058003443
20190709,827,13,254,105,3.328228199784751,12.996169857732502,88.67560194248274
20180222,858,26,380,952,125.47843797602636,137.11079905788677,689.4107629660868
20140929,660,76,39,581,22.324016859743068,40.19136192491257,518.4846212153443
20171120,794,36,560,635,20.52826388740704,55.77567074173788,558.6960653708551
20220825,187,4,9,877,110.32515531025022,122.17734045041657,644.4975042393332
20240430,399,39,457,111,3.828311519861601,14.458651245803654,92.71303723433475
20200119,952,84,105,102,4.96751580073577,8.84639264807056,88.18609155119367
20190603,179,42,87,562,38.77267193383377,51.15065085519006,472.0766772109762
20180126,523,41,643,915,21.280900065305467,70.4375795958026,823.2815203388919
20210124,119,30,944,417,47.50379812258151,46.84723682493044,322.64896505248805
20201031,396,69,497,575,12.989217829584042,49.507925495808806,512.5028566746072
20151201,408,100,370,987,64.55584042897227,126.45463180032898,795.9895277706987
20220430,428,2,747,414,27.831302760097124,37.53511391672548,348.6335833231774
20160313,839,49,873,990,129.21057307077987,96.34055347511173,764.4488734541084
20170425,812,76,967,471,43.711018076862715,49.631800421878395,377.6571815012589
20230124,4,24,418,760,25.60820263359431,98.96827581249357,635.4235215539121
20150227,956,63,740,173,14.446004240144099,19.177840961186813,139.3761547986691
20150513,384,2,849,464,64.66235912428473,54.61447100913981,344.72316986657546
20150521,280,2,526,459,53.32129040062012,49.91241107796017,355.7662985214197
20190620,415,94,890,559,62.26588839718329,60.07478012084973,436.659331481967
20210704,343,78,22,997,136.1820990249024,61.31998140849671,799.4979195666009
20141202,839,2,569,607,74.06768201139951,31.98381585573427,500.9485021328662
20210610,566,48,677,873,30.55779445662347,71.09296117528096,771.3492443680956
20140819,464,97,132,345,39.13449616718712,23.70523103122045,282.16027280159244
20150129,847,85,758,117,13.260069430387071,10.766735654569478,92.97319491504345
20140726,405,23,461,547,75.74833087253198,64.1352297845172,407.1164393429508
20200725,988,32,723,613,45.95306824714888,42.393122299806244,524.6538094530449
20170812,500,70,981,864,73.53818932788367,92.3592936483829,698.1025170237334
20240523,791,5,339,196,27.89988045985259,20.704359742912043,147.39575979723537
20200130,781,61,782,442,59.03740401137711,49.28596990378407,333.6766260848388
20220926,555,78,259,275,18.45420584104548,23.45429235043449,233.09150180852004
